label,density,avg_statements_per_step,avg_intentions_per_goal
agent_invalid_action_False,0.04968027923654342,38.226851851851855,0.16666666666666666
completed_False,0.028147611886967794,12.478322672352522,0.3581023454157783
completed_True,0.03790614075057069,8.078858024691359,0.4154320987654321
task_limit_reached_False,0.0065583119475335,13.125,0.25
unknown_False,0.0063208587603852,23.1,0.0
